10.1939	0	0	0	0.196718	180.246841	0.402560	0.158372	0.103512	0.437206	166.000000	5.038651	4.996872	4.944287	2.105514	0
10.1961	0	0	0	0.187577	358.641100	0.213108	0.274248	0.169371	0.255556	143.000000	4.615633	4.445334	3.854887	1.359231	0
1075.1983	0	0	0	0.504808	179.995500	0.510879	0.081976	0.063462	0.532451	192.000000	4.747755	4.726838	4.774044	1.852204	0
1203.1979	0	1	0	0.290809	0.826089	0.440611	0.205774	0.147835	0.488394	222.000000	5.152681	5.039326	4.789512	2.550549	0
100.1962	0	0	0	0.203828	358.865082	0.209036	0.346557	0.222065	0.255065	163.000000	4.466089	4.129354	3.897009	1.375227	0
1204.1979	0	0	0	0.499549	0.454044	0.479811	0.529347	0.395276	0.655552	127.000000	4.278194	4.630992	4.576652	2.014073	0
121.2019	0	0	0	0.310043	180.144547	0.478177	0.185651	0.195918	0.526063	242.000000	4.721814	4.607433	4.647841	2.279671	0
1211.1979	0	1	1	0.250963	179.429764	0.237690	0.467640	0.345547	0.306965	231.000000	4.682561	4.533062	4.281943	1.766215	0
141.1951	0	1	0	0.446312	0.965120	0.543166	0.479136	0.432857	0.712300	168.000000	5.115034	5.185810	5.180132	3.481707	0
142.2019	0	0	0	0.207238	1.080879	0.302799	0.617423	0.478043	0.432554	215.000000	4.954555	4.457411	4.421994	2.013499	0
144.1951	0	0	0	0.227008	178.789429	0.366452	0.194008	0.117396	0.407363	145.000000	4.505753	4.490051	4.365127	1.674164	0
144.1977	0	1	0	0.118164	180.964279	0.873029	0.051097	0.212026	0.896498	87.000000	3.495725	3.399630	3.418441	1.483827	0
1214.1979	0	1	1	0.194993	0.649552	0.230572	0.398926	0.272820	0.302508	147.000000	4.647428	4.408309	3.883837	1.521225	0
1218.1979	0	0	0	0.384445	359.856750	0.227862	0.183991	0.105825	0.253141	149.000000	4.356447	4.315677	3.956778	0.922430	0
1219.1979	0	1	1	0.075066	180.013600	0.410570	0.377884	0.285092	0.492049	223.000000	5.184914	5.144773	5.077899	2.239829	0
15.1953	0	1	0	0.133197	178.445633	0.402016	0.321452	0.214752	0.482282	164.000000	5.042156	4.897449	4.765724	2.271397	0
15.1957	0	1	0	0.138489	0.814199	0.608613	0.312599	0.307776	0.704076	212.000000	4.776372	4.778583	4.777795	2.496110	0
1224.1979	0	0	0	0.277576	179.712784	0.646421	0.129719	0.111217	0.686663	206.000000	4.517282	4.535170	4.505683	1.985747	0
15.2000	0	0	0	0.127898	178.433945	0.506503	0.685746	0.633269	0.791237	116.000000	4.755111	5.034103	4.853987	2.696203	0
1516.1968	0	1	0	0.259901	179.065720	0.548578	0.251669	0.247147	0.624969	49.000000	5.325332	5.274767	5.356278	3.332896	0
155.1986	0	0	0	0.411811	1.495907	0.279088	0.174214	0.102964	0.309951	172.000000	4.609073	4.425272	4.202547	1.299727	0
1228.1979	0	0	0	0.275790	178.964800	0.505711	0.096109	0.057911	0.527581	183.000000	4.705471	4.704169	4.832118	1.891594	0
123.2019	0	0	0	0.357415	359.314484	0.492116	0.370495	0.371652	0.566772	252.000000	4.918951	5.135159	5.253474	2.947321	0
1002.1983	0	0	0	0.186855	181.256790	0.437673	0.197275	0.184765	0.493122	233.000000	4.219748	3.996525	4.005714	2.023228	0
1233.1964	0	0	0	0.395850	1.149691	0.336437	0.137398	0.085283	0.362907	184.000000	4.830871	4.715700	4.769266	1.640416	0
1235.1979	0	1	0	0.170443	180.111343	0.564002	0.295010	0.282149	0.671532	184.000000	5.017366	4.804113	4.769939	2.444632	0
1004.1983	0	0	0	0.172302	358.526825	0.686855	0.200612	0.250401	0.764040	194.000000	3.663331	3.807282	3.908647	1.534410	0
1005.2015	0	0	0	0.381089	180.258881	0.522028	0.139045	0.113226	0.560131	198.000000	4.609912	4.595422	4.853545	2.014238	0
1006.1983	0	0	0	0.368752	178.534439	0.405908	0.415738	0.365360	0.503999	233.000000	4.631493	4.631701	4.721268	2.432890	0
1240.1979	0	0	0	0.119838	180.768692	0.664000	0.168869	0.191285	0.726135	119.000000	4.115772	4.171544	4.008155	1.652784	0
1241.1964	0	0	0	0.193326	178.702011	0.418464	0.350529	0.317537	0.507018	236.000000	4.972469	4.988507	4.794651	2.273311	0
